"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","department","deadline","group","addedCost","cost","org:resource","org:group"
"case_100876","T14 Determine document X request unlicensed","2011/02/28 08:02:43.447","2011/02/28 08:02:43.447","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource19","EMPTY"
"case_100876","T15 Print document X request unlicensed","2011/02/28 10:47:00.458","2011/02/28 10:47:00.458","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 2"
"case_100877","Confirmation of receipt","2011/02/15 14:09:27.025","2011/02/15 14:09:27.025","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","EMPTY"
"case_100877","T02 Check confirmation of receipt","2011/02/15 14:09:49.796","2011/02/15 14:09:49.796","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 4"
"case_100877","T04 Determine confirmation of receipt","2011/02/15 14:10:40.691","2011/02/15 14:10:40.691","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 3"
"case_100877","T05 Print and send confirmation of receipt","2011/02/15 14:11:06.077","2011/02/15 14:11:06.077","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 2"
"case_100877","T06 Determine necessity of stop advice","2011/02/15 14:11:24.982","2011/02/15 14:11:24.982","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 1"
"case_100877","T10 Determine necessity to stop indication","2011/02/15 14:11:46.393","2011/02/15 14:11:46.393","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 1"
"case_100877","T11 Create document X request unlicensed","2011/02/24 14:53:25.233","2011/02/24 14:53:25.233","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 1"
"case_100877","T12 Check document X request unlicensed","2011/02/25 08:10:36.708","2011/02/25 08:10:36.708","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource01","EMPTY"
"case_100877","T14 Determine document X request unlicensed","2011/02/28 08:02:43.447","2011/02/28 08:02:43.447","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource19","EMPTY"
"case_100877","T15 Print document X request unlicensed","2011/02/28 10:47:00.458","2011/02/28 10:47:00.458","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 2"
"case_100878","Confirmation of receipt","2011/02/15 14:09:27.025","2011/02/15 14:09:27.025","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","EMPTY"
"case_100878","T02 Check confirmation of receipt","2011/02/15 14:09:49.796","2011/02/15 14:09:49.796","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 4"
"case_100878","T04 Determine confirmation of receipt","2011/02/15 14:10:40.691","2011/02/15 14:10:40.691","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 3"
"case_100878","T05 Print and send confirmation of receipt","2011/02/15 14:11:06.077","2011/02/15 14:11:06.077","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 2"
"case_100878","T06 Determine necessity of stop advice","2011/02/15 14:11:24.982","2011/02/15 14:11:24.982","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 1"
"case_100878","T10 Determine necessity to stop indication","2011/02/15 14:11:46.393","2011/02/15 14:11:46.393","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 1"
"case_100878","T11 Create document X request unlicensed","2011/02/24 14:53:25.233","2011/02/24 14:53:25.233","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 1"
"case_100878","T12 Check document X request unlicensed","2011/02/25 08:10:36.708","2011/02/25 08:10:36.708","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource01","EMPTY"
"case_100878","T14 Determine document X request unlicensed","2011/02/28 08:02:43.447","2011/02/28 08:02:43.447","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource19","EMPTY"
"case_100878","T15 Print document X request unlicensed","2011/02/28 10:47:00.458","2011/02/28 10:47:00.458","2011/03/23 23:00:00.010","2011/02/28 10:47:00.573","Resource11","Desk","2011/01/26 23:00:00.010","General","2011/03/23 23:00:00.000",,,"1000-15000","Resource07","Group 2"
"case_100879","Confirmation of receipt","2011/02/10 14:19:26.313","2011/02/10 14:19:26.313","2011/03/24 00:06:40.010","2011/02/28 10:54:34.507","Resource01","Internet","2011/01/27 00:06:40.010","General","2011/03/24 00:06:40.000",,,"<1000","Resource01","EMPTY"
"case_100879","T02 Check confirmation of receipt","2011/02/10 14:19:38.966","2011/02/10 14:19:38.966","2011/03/24 00:06:40.010","2011/02/28 10:54:34.507","Resource01","Internet","2011/01/27 00:06:40.010","General","2011/03/24 00:06:40.000",,,"<1000","Resource01","Group 4"
"case_100879","T04 Determine confirmation of receipt","2011/02/10 14:20:13.637","2011/02/10 14:20:13.637","2011/03/24 00:06:40.010","2011/02/28 10:54:34.507","Resource01","Internet","2011/01/27 00:06:40.010","General","2011/03/24 00:06:40.000",,,"<1000","Resource01","Group 3"
"case_100879","T05 Print and send confirmation of receipt","2011/02/10 14:20:34.639","2011/02/10 14:20:34.639","2011/03/24 00:06:40.010","2011/02/28 10:54:34.507","Resource01","Internet","2011/01/27 00:06:40.010","General","2011/03/24 00:06:40.000",,,"<1000","Resource01","Group 2"
"case_100879","T06 Determine necessity of stop advice","2011/02/11 10:29:14.514","2011/02/11 10:29:14.514","2011/03/24 00:06:40.010","2011/02/28 10:54:34.507","Resource01","Internet","2011/01/27 00:06:40.010","General","2011/03/24 00:06:40.000",,,"<1000","Resource01","Group 1"
"case_100879","T10 Determine necessity to stop indication","2011/02/11 10:29:36.478","2011/02/11 10:29:36.478","2011/03/24 00:06:40.010","2011/02/28 10:54:34.507","Resource01","Internet","2011/01/27 00:06:40.010","General","2011/03/24 00:06:40.000",,,"<1000","Resource01","Group 1"
"case_100880","Confirmation of receipt","2011/02/01 07:57:01.159","2011/02/01 07:57:01.159","2011/03/25 00:06:40.010","2011/02/28 11:13:30.183","Resource07","Internet","2011/01/28 00:06:40.010","General","2011/03/25 00:06:40.000",,,"<1000","Resource43","EMPTY"
"case_100880","T02 Check confirmation of receipt","2011/02/01 07:57:54.921","2011/02/01 07:57:54.921","2011/03/25 00:06:40.010","2011/02/28 11:13:30.183","Resource07","Internet","2011/01/28 00:06:40.010","General","2011/03/25 00:06:40.000",,,"<1000","Resource07","Group 4"
"case_100880","T04 Determine confirmation of receipt","2011/02/01 07:58:33.106","2011/02/01 07:58:33.106","2011/03/25 00:06:40.010","2011/02/28 11:13:30.183","Resource07","Internet","2011/01/28 00:06:40.010","General","2011/03/25 00:06:40.000",,,"<1000","Resource07","Group 3"
"case_100880","T05 Print and send confirmation of receipt","2011/02/01 08:12:20.423","2011/02/01 08:12:20.423","2011/03/25 00:06:40.010","2011/02/28 11:13:30.183","Resource07","Internet","2011/01/28 00:06:40.010","General","2011/03/25 00:06:40.000",,,"<1000","Resource07","Group 2"
"case_100880","T06 Determine necessity of stop advice","2011/02/01 08:12:36.288","2011/02/01 08:12:36.288","2011/03/25 00:06:40.010","2011/02/28 11:13:30.183","Resource07","Internet","2011/01/28 00:06:40.010","General","2011/03/25 00:06:40.000",,,"<1000","Resource07","Group 1"
"case_100880","T10 Determine necessity to stop indication","2011/02/22 13:56:35.288","2011/02/22 13:56:35.288","2011/03/25 00:06:40.010","2011/02/28 11:13:30.183","Resource07","Internet","2011/01/28 00:06:40.010","General","2011/03/25 00:06:40.000",,,"<1000","Resource01","Group 1"
"case_100881","Confirmation of receipt","2011/03/24 15:19:32.977","2011/03/24 15:19:32.977","2011/06/01 00:06:40.020","2011/05/03 10:52:25.459","Resource04","Internet","2011/01/29 00:06:40.010","General","2011/06/01 00:06:40.000",,,"<1000","Resource04","EMPTY"
"case_100881","T02 Check confirmation of receipt","2011/03/24 15:19:46.591","2011/03/24 15:19:46.591","2011/06/01 00:06:40.020","2011/05/03 10:52:25.459","Resource04","Internet","2011/01/29 00:06:40.010","General","2011/06/01 00:06:40.000",,,"<1000","Resource04","Group 4"
"case_100881","T06 Determine necessity of stop advice","2011/03/24 15:20:37.383","2011/03/24 15:20:37.383","2011/06/01 00:06:40.020","2011/05/03 10:52:25.459","Resource04","Internet","2011/01/29 00:06:40.010","General","2011/06/01 00:06:40.000",,,"<1000","Resource04","Group 1"
"case_100881","T10 Determine necessity to stop indication","2011/03/24 15:20:57.395","2011/03/24 15:20:57.395","2011/06/01 00:06:40.020","2011/05/03 10:52:25.459","Resource04","Internet","2011/01/29 00:06:40.010","General","2011/06/01 00:06:40.000",,,"<1000","Resource04","Group 1"
"case_100881","T04 Determine confirmation of receipt","2011/03/30 08:29:54.217","2011/03/30 08:29:54.217","2011/06/01 00:06:40.020","2011/05/03 10:52:25.459","Resource04","Internet","2011/01/29 00:06:40.010","General","2011/06/01 00:06:40.000",,,"<1000","Resource10","EMPTY"
"case_100881","T05 Print and send confirmation of receipt","2011/03/31 08:17:46.237","2011/03/31 08:17:46.237","2011/06/01 00:06:40.020","2011/05/03 10:52:25.459","Resource04","Internet","2011/01/29 00:06:40.010","General","2011/06/01 00:06:40.000",,,"<1000","admin1","Group 2"
"case_100882","Confirmation of receipt","2011/02/18 09:34:31.311","2011/02/18 09:34:31.311","2011/03/25 23:00:00.010","2011/03/25 09:24:50.603","Resource17","Internet","2011/01/28 23:00:00.010","General","2011/03/25 23:00:00.000",,,"<1000","Resource17","EMPTY"
"case_100882","T02 Check confirmation of receipt","2011/02/18 09:35:10.612","2011/02/18 09:35:10.612","2011/03/25 23:00:00.010","2011/03/25 09:24:50.603","Resource17","Internet","2011/01/28 23:00:00.010","General","2011/03/25 23:00:00.000",,,"<1000","Resource17","EMPTY"
"case_100882","T06 Determine necessity of stop advice","2011/02/18 10:45:57.223","2011/02/18 10:45:57.223","2011/03/25 23:00:00.010","2011/03/25 09:24:50.603","Resource17","Internet","2011/01/28 23:00:00.010","General","2011/03/25 23:00:00.000",,,"<1000","Resource04","Group 1"
"case_100882","T10 Determine necessity to stop indication","2011/02/18 10:46:11.455","2011/02/18 10:46:11.455","2011/03/25 23:00:00.010","2011/03/25 09:24:50.603","Resource17","Internet","2011/01/28 23:00:00.010","General","2011/03/25 23:00:00.000",,,"<1000","Resource04","Group 1"
"case_100882","T04 Determine confirmation of receipt","2011/02/18 11:28:39.760","2011/02/18 11:28:39.760","2011/03/25 23:00:00.010","2011/03/25 09:24:50.603","Resource17","Internet","2011/01/28 23:00:00.010","General","2011/03/25 23:00:00.000",,,"<1000","Resource10","Group 3"
"case_100882","T05 Print and send confirmation of receipt","2011/02/22 13:48:09.468","2011/02/22 13:48:09.468","2011/03/25 23:00:00.010","2011/03/25 09:24:50.603","Resource17","Internet","2011/01/28 23:00:00.010","General","2011/03/25 23:00:00.000",,,"<1000","admin1","Group 2"
"case_100883","Confirmation of receipt","2011/02/02 08:49:30.098","2011/02/02 08:49:30.098","2011/03/26 00:06:40.010","2011/03/29 10:36:18.189","Resource15","Internet","2011/01/29 00:06:40.010","General","2011/03/26 00:06:40.000",,,"<1000","Resource15","EMPTY"
"case_100883","T06 Determine necessity of stop advice","2011/02/02 08:49:49.264","2011/02/02 08:49:49.264","2011/03/26 00:06:40.010","2011/03/29 10:36:18.189","Resource15","Internet","2011/01/29 00:06:40.010","General","2011/03/26 00:06:40.000",,,"<1000","Resource15","Group 1"
"case_100883","T10 Determine necessity to stop indication","2011/02/02 10:22:49.928","2011/02/02 10:22:49.928","2011/03/26 00:06:40.010","2011/03/29 10:36:18.189","Resource15","Internet","2011/01/29 00:06:40.010","General","2011/03/26 00:06:40.000",,,"<1000","Resource15","Group 1"
"case_100883","T02 Check confirmation of receipt","2011/02/02 12:38:16.453","2011/02/02 12:38:16.453","2011/03/26 00:06:40.010","2011/03/29 10:36:18.189","Resource15","Internet","2011/01/29 00:06:40.010","General","2011/03/26 00:06:40.000",,,"<1000","Resource10","Group 4"
"case_100883","T04 Determine confirmation of receipt","2011/02/02 12:39:09.844","2011/02/02 12:39:09.844","2011/03/26 00:06:40.010","2011/03/29 10:36:18.189","Resource15","Internet","2011/01/29 00:06:40.010","General","2011/03/26 00:06:40.000",,,"<1000","Resource10","Group 3"
"case_100883","T05 Print and send confirmation of receipt","2011/02/02 12:52:02.513","2011/02/02 12:52:02.513","2011/03/26 00:06:40.010","2011/03/29 10:36:18.189","Resource15","Internet","2011/01/29 00:06:40.010","General","2011/03/26 00:06:40.000",,,"<1000","admin1","Group 2"
"case_100884","Confirmation of receipt","2011/02/08 09:55:26.620","2011/02/08 09:55:26.620","2011/03/28 00:06:40.020","2011/03/03 11:19:24.121","Resource07","Internet","2011/01/31 00:06:40.010","General","2011/03/28 00:06:40.000",,,"<1000","Resource07","EMPTY"
"case_100884","T02 Check confirmation of receipt","2011/02/08 09:55:52.858","2011/02/08 09:55:52.858","2011/03/28 00:06:40.020","2011/03/03 11:19:24.121","Resource07","Internet","2011/01/31 00:06:40.010","General","2011/03/28 00:06:40.000",,,"<1000","Resource07","Group 4"
"case_100884","T06 Determine necessity of stop advice","2011/02/08 09:57:16.401","2011/02/08 09:57:16.401","2011/03/28 00:06:40.020","2011/03/03 11:19:24.121","Resource07","Internet","2011/01/31 00:06:40.010","General","2011/03/28 00:06:40.000",,,"<1000","Resource07","Group 1"
"case_100884","T10 Determine necessity to stop indication","2011/02/08 09:58:00.736","2011/02/08 09:58:00.736","2011/03/28 00:06:40.020","2011/03/03 11:19:24.121","Resource07","Internet","2011/01/31 00:06:40.010","General","2011/03/28 00:06:40.000",,,"<1000","Resource07","Group 1"
"case_100884","T04 Determine confirmation of receipt","2011/02/10 10:48:57.639","2011/02/10 10:48:57.639","2011/03/28 00:06:40.020","2011/03/03 11:19:24.121","Resource07","Internet","2011/01/31 00:06:40.010","General","2011/03/28 00:06:40.000",,,"<1000","Resource19","EMPTY"
"case_100884","T05 Print and send confirmation of receipt","2011/02/11 08:06:51.545","2011/02/11 08:06:51.545","2011/03/28 00:06:40.020","2011/03/03 11:19:24.121","Resource07","Internet","2011/01/31 00:06:40.010","General","2011/03/28 00:06:40.000",,,"<1000","admin1","Group 2"
"case_100885","Confirmation of receipt","2011/02/04 15:55:51.677","2011/02/04 15:55:51.677","2011/03/27 23:00:00.020","2011/03/08 15:39:44.521","Resource07","Internet","2011/01/30 23:00:00.010","General","2011/03/27 23:00:00.000",,,"<1000","Resource07","EMPTY"
"case_100885","T02 Check confirmation of receipt","2011/02/04 15:56:40.140","2011/02/04 15:56:40.140","2011/03/27 23:00:00.020","2011/03/08 15:39:44.521","Resource07","Internet","2011/01/30 23:00:00.010","General","2011/03/27 23:00:00.000",,,"<1000","Resource07","Group 4"
"case_100885","T04 Determine confirmation of receipt","2011/02/04 15:57:16.601","2011/02/04 15:57:16.601","2011/03/27 23:00:00.020","2011/03/08 15:39:44.521","Resource07","Internet","2011/01/30 23:00:00.010","General","2011/03/27 23:00:00.000",,,"<1000","Resource07","Group 3"
"case_100885","T05 Print and send confirmation of receipt","2011/02/04 15:57:29.595","2011/02/04 15:57:29.595","2011/03/27 23:00:00.020","2011/03/08 15:39:44.521","Resource07","Internet","2011/01/30 23:00:00.010","General","2011/03/27 23:00:00.000",,,"<1000","Resource07","Group 2"
"case_100885","T06 Determine necessity of stop advice","2011/02/04 15:57:46.898","2011/02/04 15:57:46.898","2011/03/27 23:00:00.020","2011/03/08 15:39:44.521","Resource07","Internet","2011/01/30 23:00:00.010","General","2011/03/27 23:00:00.000",,,"<1000","Resource07","Group 1"
"case_100885","T10 Determine necessity to stop indication","2011/02/04 15:58:02.803","2011/02/04 15:58:02.803","2011/03/27 23:00:00.020","2011/03/08 15:39:44.521","Resource07","Internet","2011/01/30 23:00:00.010","General","2011/03/27 23:00:00.000",,,"<1000","Resource07","Group 1"
"case_100886","Confirmation of receipt","2011/02/11 08:30:00.863","2011/02/11 08:30:00.863","2011/03/28 23:00:00.020","2011/02/28 11:21:03.615","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","EMPTY"
"case_100886","T02 Check confirmation of receipt","2011/02/11 08:30:21.274","2011/02/11 08:30:21.274","2011/03/28 23:00:00.020","2011/02/28 11:21:03.615","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 4"
"case_100886","T04 Determine confirmation of receipt","2011/02/11 08:31:55.567","2011/02/11 08:31:55.567","2011/03/28 23:00:00.020","2011/02/28 11:21:03.615","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 3"
"case_100886","T05 Print and send confirmation of receipt","2011/02/11 08:32:10.489","2011/02/11 08:32:10.489","2011/03/28 23:00:00.020","2011/02/28 11:21:03.615","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 2"
"case_100886","T06 Determine necessity of stop advice","2011/02/11 08:33:28.394","2011/02/11 08:33:28.394","2011/03/28 23:00:00.020","2011/02/28 11:21:03.615","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
"case_100886","T10 Determine necessity to stop indication","2011/02/11 08:33:53.772","2011/02/11 08:33:53.772","2011/03/28 23:00:00.020","2011/02/28 11:21:03.615","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
"case_100887","Confirmation of receipt","2011/02/14 11:59:07.997","2011/02/14 11:59:07.997","2011/03/21 23:00:00.010","2011/03/15 14:43:05.532","Resource05","Desk","2011/02/24 23:00:00.010","General","2011/03/21 23:00:00.000",,,"<1000","Resource05","EMPTY"
"case_100887","T02 Check confirmation of receipt","2011/02/14 11:59:47.552","2011/02/14 11:59:47.552","2011/03/21 23:00:00.010","2011/03/15 14:43:05.532","Resource05","Desk","2011/02/24 23:00:00.010","General","2011/03/21 23:00:00.000",,,"<1000","Resource05","Group 4"
"case_100887","T06 Determine necessity of stop advice","2011/02/14 12:00:33.090","2011/02/14 12:00:33.090","2011/03/21 23:00:00.010","2011/03/15 14:43:05.532","Resource05","Desk","2011/02/24 23:00:00.010","General","2011/03/21 23:00:00.000",,,"<1000","Resource05","Group 1"
"case_100887","T10 Determine necessity to stop indication","2011/02/14 12:00:54.912","2011/02/14 12:00:54.912","2011/03/21 23:00:00.010","2011/03/15 14:43:05.532","Resource05","Desk","2011/02/24 23:00:00.010","General","2011/03/21 23:00:00.000",,,"<1000","Resource05","Group 1"
"case_100887","T04 Determine confirmation of receipt","2011/02/15 15:35:19.685","2011/02/15 15:35:19.685","2011/03/21 23:00:00.010","2011/03/15 14:43:05.532","Resource05","Desk","2011/02/24 23:00:00.010","General","2011/03/21 23:00:00.000",,,"<1000","Resource10","Group 3"
"case_100887","T05 Print and send confirmation of receipt","2011/02/16 06:48:50.218","2011/02/16 06:48:50.218","2011/03/21 23:00:00.010","2011/03/15 14:43:05.532","Resource05","Desk","2011/02/24 23:00:00.010","General","2011/03/21 23:00:00.000",,,"<1000","Resource05","Group 2"
"case_100888","Confirmation of receipt","2011/02/04 14:19:59.421","2011/02/04 14:19:59.421","2011/03/22 23:00:00.010","2011/02/17 15:46:23.611","Resource07","Desk","2011/01/25 23:00:00.010","General","2011/03/22 23:00:00.000",,,"<1000","Resource07","EMPTY"
"case_100888","T02 Check confirmation of receipt","2011/02/04 14:20:43.442","2011/02/04 14:20:43.442","2011/03/22 23:00:00.010","2011/02/17 15:46:23.611","Resource07","Desk","2011/01/25 23:00:00.010","General","2011/03/22 23:00:00.000",,,"<1000","Resource07","Group 4"
"case_100888","T04 Determine confirmation of receipt","2011/02/04 14:20:59.258","2011/02/04 14:20:59.258","2011/03/22 23:00:00.010","2011/02/17 15:46:23.611","Resource07","Desk","2011/01/25 23:00:00.010","General","2011/03/22 23:00:00.000",,,"<1000","Resource07","Group 3"
"case_100888","T05 Print and send confirmation of receipt","2011/02/04 14:21:12.911","2011/02/04 14:21:12.911","2011/03/22 23:00:00.010","2011/02/17 15:46:23.611","Resource07","Desk","2011/01/25 23:00:00.010","General","2011/03/22 23:00:00.000",,,"<1000","Resource07","Group 2"
"case_100888","T06 Determine necessity of stop advice","2011/02/04 14:21:27.504","2011/02/04 14:21:27.504","2011/03/22 23:00:00.010","2011/02/17 15:46:23.611","Resource07","Desk","2011/01/25 23:00:00.010","General","2011/03/22 23:00:00.000",,,"<1000","Resource07","Group 1"
"case_100888","T10 Determine necessity to stop indication","2011/02/04 14:22:01.647","2011/02/04 14:22:01.647","2011/03/22 23:00:00.010","2011/02/17 15:46:23.611","Resource07","Desk","2011/01/25 23:00:00.010","General","2011/03/22 23:00:00.000",,,"<1000","Resource07","Group 1"
"case_100889","Confirmation of receipt","2011/02/17 14:29:12.869","2011/02/17 14:29:12.869","2011/03/28 23:00:00.020","2011/03/03 10:36:28.283","Resource11","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","EMPTY"
"case_100889","T02 Check confirmation of receipt","2011/02/17 14:30:29.064","2011/02/17 14:30:29.064","2011/03/28 23:00:00.020","2011/03/03 10:36:28.283","Resource11","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 4"
"case_100889","T04 Determine confirmation of receipt","2011/02/17 14:30:40.633","2011/02/17 14:30:40.633","2011/03/28 23:00:00.020","2011/03/03 10:36:28.283","Resource11","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 3"
"case_100889","T05 Print and send confirmation of receipt","2011/02/17 14:30:50.348","2011/02/17 14:30:50.348","2011/03/28 23:00:00.020","2011/03/03 10:36:28.283","Resource11","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 2"
"case_100889","T06 Determine necessity of stop advice","2011/02/17 14:31:07.581","2011/02/17 14:31:07.581","2011/03/28 23:00:00.020","2011/03/03 10:36:28.283","Resource11","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
"case_100889","T10 Determine necessity to stop indication","2011/02/17 14:31:21.875","2011/02/17 14:31:21.875","2011/03/28 23:00:00.020","2011/03/03 10:36:28.283","Resource11","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
"case_100890","Confirmation of receipt","2011/02/09 11:07:29.300","2011/02/09 11:07:29.300","2011/03/28 23:00:00.020","2011/02/22 08:37:38.363","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","EMPTY"
"case_100890","T02 Check confirmation of receipt","2011/02/09 11:07:46.209","2011/02/09 11:07:46.209","2011/03/28 23:00:00.020","2011/02/22 08:37:38.363","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 4"
"case_100890","T06 Determine necessity of stop advice","2011/02/09 12:16:38.491","2011/02/09 12:16:38.491","2011/03/28 23:00:00.020","2011/02/22 08:37:38.363","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
"case_100890","T10 Determine necessity to stop indication","2011/02/09 12:18:06.103","2011/02/09 12:18:06.103","2011/03/28 23:00:00.020","2011/02/22 08:37:38.363","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
"case_100890","T04 Determine confirmation of receipt","2011/02/10 08:58:36.256","2011/02/10 08:58:36.256","2011/03/28 23:00:00.020","2011/02/22 08:37:38.363","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","EMPTY"
"case_100890","T05 Print and send confirmation of receipt","2011/02/10 08:58:47.927","2011/02/10 08:58:47.927","2011/03/28 23:00:00.020","2011/02/22 08:37:38.363","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 2"
"case_100891","Confirmation of receipt","2011/02/10 08:30:52.063","2011/02/10 08:30:52.063","2011/03/28 23:00:00.020","2011/03/23 23:00:00.010","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","EMPTY"
"case_100891","T02 Check confirmation of receipt","2011/02/10 08:31:05.872","2011/02/10 08:31:05.872","2011/03/28 23:00:00.020","2011/03/23 23:00:00.010","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 4"
"case_100891","T04 Determine confirmation of receipt","2011/02/10 08:31:57.654","2011/02/10 08:31:57.654","2011/03/28 23:00:00.020","2011/03/23 23:00:00.010","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 3"
"case_100891","T05 Print and send confirmation of receipt","2011/02/10 08:32:24.434","2011/02/10 08:32:24.434","2011/03/28 23:00:00.020","2011/03/23 23:00:00.010","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 2"
"case_100891","T06 Determine necessity of stop advice","2011/02/10 08:32:34.788","2011/02/10 08:32:34.788","2011/03/28 23:00:00.020","2011/03/23 23:00:00.010","Resource01","Internet","2011/01/31 23:00:00.010","General","2011/03/28 23:00:00.000",,,"<1000","Resource01","Group 1"
